Taxa de analfabetismo - pessoas com 15 anos ou mais (Atlas DH - Censo)
Sigla;Código;Município;1991;2000;2010;2022;
PE;2615300;Timbaúba;40,19;28,68;21,39;17,1;
PE;2615409;Toritama;39,34;34,62;20,6;15,14;
PE;2615508;Tracunhaém;47,66;35,26;25,21;19,4;
PE;2615607;Trindade;49,31;34,35;25,56;18,24;
PE;2615706;Triunfo;34,88;22,71;16,95;12,79;
PE;2615805;Tupanatinga;67,69;52,15;38,41;25,94;
PE;2615904;Tuparetama;40,47;31,57;21,43;17,25;
PE;2616001;Venturosa;47,54;35,43;27,6;19,91;
PE;2616100;Verdejante;49,04;33,06;26,35;18,92;
PE;2616183;Vertente do Lério;60,06;44,16;33,24;27,55;
PE;2616209;Vertentes;49,23;38,84;24,44;19,42;
PE;2616308;Vicência;48,07;32,9;23,5;20,06;
PE;2616407;Vitória de Santo Antão;38,16;27,54;21,77;15,35;
PE;2616506;Xexéu;59,08;43,94;33,29;25,83;
PE;2699919;Muribeca;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;
PE;2699939;Cimbres;;;;;
PI;2200053;Acauã;44,59;39,84;30,41;16,89;
PI;2200103;Agricolândia;44,7;33,24;27,47;21,03;
PI;2200202;Água Branca;42,44;30,7;24,14;15,06;
PI;2200251;Alagoinha do Piauí;66,18;51,47;44,4;33,61;
PI;2200277;Alegrete do Piauí;61,93;47,68;35,26;29,21;
PI;2200301;Alto Longá;56,59;45,32;32,83;28,25;
PI;2200400;Altos;47,54;34,1;26,04;16,98;
PI;2200459;Alvorada do Gurguéia;50,84;36,38;25,8;17,48;
PI;2200509;Amarante;43,46;35,35;27,95;22,09;
PI;2200608;Angical do Piauí;38,61;28,58;24,89;18,15;
PI;2200707;Anísio de Abreu;51,29;38,26;29,18;22,84;
PI;2200806;Antônio Almeida;44,19;25,9;24,8;16,95;
PI;2200905;Aroazes;51,64;36,84;30,77;24,09;
PI;2200954;Aroeiras de Itaim;71,71;51,22;36,64;34,63;
PI;2201002;Arraial;54,14;39,07;31,52;23,75;
PI;2201051;Assunção do Piauí;61,6;49,55;39,32;31,3;
PI;2201101;Avelino Lopes;42,5;29,96;23,12;18,9;
PI;2201150;Baixa Grande do Ribeiro;55;37,22;20,62;14,91;
PI;2201176;Barra D'Alcântara;59,12;43,98;31,12;21,91;
PI;2201200;Barras;57,4;42,59;32,16;24,96;
PI;2201309;Barreiras do Piauí;35,03;21,39;20,38;16,17;
PI;2201408;Barro Duro;50,98;38,69;27,69;23,36;
PI;2201507;Batalha;59,47;44,92;35,73;25,25;
PI;2201556;Bela Vista do Piauí;45,85;27,73;22,61;15,72;
PI;2201572;Belém do Piauí;70;51,65;36,69;29,32;
PI;2201606;Beneditinos;56,09;42,76;32,71;26,19;
PI;2201705;Bertolínia;35,41;33,26;24,93;16,64;
PI;2201739;Betânia do Piauí;68,61;49,8;38,63;28,64;
PI;2201770;Boa Hora;71,7;49,2;37,91;28,34;
PI;2201804;Bocaina;42,94;31,63;22,86;17,53;
PI;2201903;Bom Jesus;40,79;29,36;18,17;11,9;
PI;2201919;Bom Princípio do Piauí;61,2;43,86;34,36;22,68;
PI;2201929;Bonfim do Piauí;53,3;38,41;33,23;29,47;
PI;2201945;Boqueirão do Piauí;55,5;45,58;32,8;21,57;
PI;2201960;Brasileira;61,47;43,11;36,63;24,76;
PI;2201988;Brejo do Piauí;64,05;44,73;38,08;25,83;
PI;2202000;Buriti dos Lopes;53,97;40,75;29,63;23,46;
PI;2202026;Buriti dos Montes;62,22;46,01;32,29;23,43;
PI;2202059;Cabeceiras do Piauí;62,5;46,95;33,63;26,79;
PI;2202075;Cajazeiras do Piauí;57,86;41,43;30,61;19,04;
PI;2202083;Cajueiro da Praia;64,77;37,92;32,67;19,14;
PI;2202091;Caldeirão Grande do Piauí;64,19;48,52;34,75;25,97;
PI;2202109;Campinas do Piauí;42,83;35,77;27,68;22,6;
PI;2202117;Campo Alegre do Fidalgo;63,83;43,18;32,83;30,35;
PI;2202133;Campo Grande do Piauí;65,5;42,32;36,39;25,55;
PI;2202174;Campo Largo do Piauí;63,75;47,6;38,09;28,2;
PI;2202208;Campo Maior;35,99;28,56;22,12;15,89;
PI;2202251;Canavieira;41,01;32;26,93;20,47;
PI;2202307;Canto do Buriti;46,64;35,58;29,69;21,37;
PI;2202406;Capitão de Campos;50,27;38,37;31,42;22,94;
PI;2202455;Capitão Gervásio Oliveira;55,01;37,48;31,92;23,51;
PI;2202505;Caracol;59,66;44,47;35,34;29,51;
PI;2202539;Caraúbas do Piauí;69,37;59,83;43,83;31,26;
PI;2202554;Caridade do Piauí;77,92;44,27;32,22;24,85;
PI;2202604;Castelo do Piauí;49,73;39,02;28,55;23,04;
PI;2202653;Caxingó;72,51;56,42;43,76;29,6;
PI;2202703;Cocal;59,18;46,38;35,77;26,71;
PI;2202711;Cocal de Telha;57,4;45,51;33,4;24,63;
PI;2202729;Cocal dos Alves;69,49;52,81;36,12;30,76;
PI;2202737;Coivaras;60,25;39,74;31,74;22,05;
PI;2202752;Colônia do Gurguéia;37,11;29,53;22,03;16,31;
PI;2202778;Colônia do Piauí;58,71;43,22;34,89;25,11;
PI;2202802;Conceição do Canindé;48,23;36,66;30,16;22,65;
PI;2202851;Coronel José Dias;55,87;37,18;32,45;24,78;
PI;2202901;Corrente;34,79;23,93;18,82;13,28;
PI;2203008;Cristalândia do Piauí;43,61;32,57;25,81;20,73;
PI;2203107;Cristino Castro;45,48;35,28;24,86;17,98;
PI;2203206;Curimatá;32,1;22,1;18,46;12,59;
PI;2203230;Currais;58,57;36,04;32,73;20,61;
PI;2203255;Curralinhos;53,22;42,13;31,07;21,38;
PI;2203271;Curral Novo do Piauí;87,46;44,2;35,45;26,22;
PI;2203305;Demerval Lobão;46,61;33,5;25,45;14,56;
PI;2203354;Dirceu Arcoverde;49,26;31,77;28,81;23,81;
PI;2203404;Dom Expedito Lopes;42,49;31,16;26,7;18,97;
PI;2203420;Domingos Mourão;52,39;40,17;31,05;23,55;
PI;2203453;Dom Inocêncio;41,82;30,4;25,05;19,29;
PI;2203503;Elesbão Veloso;52,25;39,61;35,87;24,86;
PI;2203602;Eliseu Martins;40,47;32,66;21,43;19,44;
PI;2203701;Esperantina;46,13;36,88;29,18;21,96;
PI;2203750;Fartura do Piauí;49,36;33,86;33,07;25,77;
PI;2203800;Flores do Piauí;53,7;43,44;32,22;25,85;
PI;2203859;Floresta do Piauí;64,17;52,81;40,51;34,68;
PI;2203909;Floriano;27,51;19,91;13,18;10,2;
PI;2204006;Francinópolis;52,32;43,66;34,26;29,04;
PI;2204105;Francisco Ayres;49,18;39,4;30,18;26,18;
PI;2204154;Francisco Macedo;58,31;40,51;36,33;27,34;
PI;2204204;Francisco Santos;46,34;35,72;27,99;22,51;
PI;2204303;Fronteiras;50,49;39,7;29,05;23,67;
PI;2204352;Geminiano;64,47;46,75;34,95;26,63;
PI;2204402;Gilbués;36,88;30,71;23;17,35;
PI;2204501;Guadalupe;28,96;23,94;18,79;13,44;
PI;2204550;Guaribas;83,03;57,89;34,84;26,61;
PI;2204600;Hugo Napoleão;53,68;41,91;32,05;25,72;
PI;2204659;Ilha Grande;51,39;36,77;26,74;19,83;
PI;2204709;Inhuma;47,63;36,01;27,35;23,27;
PI;2204808;Ipiranga do Piauí;39,94;31,41;22,68;18,13;
PI;2204907;Isaías Coelho;57,09;39,45;34,79;27,67;
PI;2205003;Itainópolis;57,93;46,13;37,54;28,44;
PI;2205102;Itaueira;42,62;33,6;27,8;21,22;
PI;2205151;Jacobina do Piauí;64,79;44,55;36,3;28,18;
PI;2205201;Jaicós;57,88;47,24;38,49;31,08;
PI;2205250;Jardim do Mulato;52,82;41,45;29,59;27,3;
PI;2205276;Jatobá do Piauí;55,59;37,46;30,4;23,96;
PI;2205300;Jerumenha;38,35;27,75;25,01;19,16;
PI;2205359;João Costa;62,56;35,42;28,42;22,89;
PI;2205409;Joaquim Pires;61,35;47,2;36,31;26,69;
PI;2205458;Joca Marques;68,64;46,38;38,44;30,82;
PI;2205508;José de Freitas;45,98;32,87;24,53;18,9;
PI;2205516;Juazeiro do Piauí;63,39;44,2;29,23;22,49;
PI;2205524;Júlio Borges;35,6;23,85;18,16;13,4;
PI;2205532;Jurema;59,02;44,53;35,48;28,1;
PI;2205540;Lagoinha do Piauí;48,24;32,36;27,22;20,08;
PI;2205557;Lagoa Alegre;59,45;43,5;31,89;22,54;
PI;2205565;Lagoa do Barro do Piauí;53,61;38,17;27,73;21,08;
PI;2205573;Lagoa de São Francisco;57,94;45,85;33,64;24,12;
PI;2205581;Lagoa do Piauí;56,23;34,19;27,04;17,74;
PI;2205599;Lagoa do Sítio;59,42;42,71;35,78;30,91;
PI;2205607;Landri Sales;36,05;28,92;26,59;16,91;
PI;2205706;Luís Correia;55,37;39,3;29,76;22,42;
PI;2205805;Luzilândia;52,51;41,83;35,46;25,71;
PI;2205854;Madeiro;69,09;47,4;33,11;25,68;
PI;2205904;Manoel Emídio;44,33;35,84;23,88;19,43;
PI;2205953;Marcolândia;56,81;41,43;34,12;22,95;
PI;2206001;Marcos Parente;43,38;31,35;25,31;17,31;
PI;2206050;Massapê do Piauí;71,36;52,6;43,42;34,3;
PI;2206100;Matias Olímpio;52,69;46,34;34,28;25,87;
PI;2206209;Miguel Alves;62,48;48,1;38;29,43;
PI;2206308;Miguel Leão;51,11;37,89;28,65;20,79;
PI;2206357;Milton Brandão;69,57;50,92;37,21;30,11;
PI;2206407;Monsenhor Gil;43,55;33,68;24,74;18,07;
PI;2206506;Monsenhor Hipólito;53,33;42,28;34,83;26,87;
PI;2206605;Monte Alegre do Piauí;43,74;34,84;23,7;19,07;
PI;2206654;Morro Cabeça no Tempo;43,42;30,45;25,1;19,22;
PI;2206670;Morro do Chapéu do Piauí;64,78;46,8;35,48;27,74;
PI;2206696;Murici dos Portelas;72,66;53,46;39,4;30,25;
PI;2206704;Nazaré do Piauí;50,65;37,31;31,15;23,79;
PI;2206720;Nazária;;;;23,58;
PI;2206753;Nossa Senhora de Nazaré;48,06;33,47;25,7;22,15;
PI;2206803;Nossa Senhora dos Remédios;61,82;46,85;36,04;26,81;
PI;2206902;Novo Oriente do Piauí;50,55;37,27;32,84;25,07;
PI;2206951;Novo Santo Antônio;65,13;43,61;37,54;29,14;
PI;2207009;Oeiras;44,88;32,99;25,51;17,33;
PI;2207108;Olho D'Água do Piauí;55,55;41,78;20,91;22,08;
PI;2207207;Padre Marcos;59,65;47,05;41,08;34,01;
PI;2207306;Paes Landim;43,61;33,95;25,61;19,58;
PI;2207355;Pajeú do Piauí;55,74;35,26;33,06;23,36;
PI;2207405;Palmeira do Piauí;48,89;34,34;26,47;19,26;
PI;2207504;Palmeirais;52,91;41,21;31,85;24,2;
PI;2207553;Paquetá;64,17;54,63;43,69;34,28;
PI;2207603;Parnaguá;39,25;31,55;25,96;17,03;
PI;2207702;Parnaíba;29,67;22,67;16,47;11,74;
PI;2207751;Passagem Franca do Piauí;61,67;48,78;38,84;25,51;
PI;2207777;Patos do Piauí;68,76;47,91;39,43;30,47;
PI;2207793;Pau D'Arco do Piauí;67,87;51,48;34,78;25,79;
PI;2207801;Paulistana;50,36;38,01;30,09;22,81;
PI;2207850;Pavussu;55,58;43,21;35,2;28,93;
PI;2207900;Pedro II;52,08;38,74;31,11;24,81;
PI;2207934;Pedro Laurentino;53,97;32,14;22,3;19,75;
PI;2207959;Nova Santa Rita;53,01;34,18;29,29;22,72;
PI;2208007;Picos;33,42;25,51;17,7;13,71;
PI;2208106;Pimenteiras;57,95;45,71;34,71;27,87;
PI;2208205;Pio IX;56,93;46,01;31,11;24,78;
PI;2208304;Piracuruca;47,69;40,18;29,96;23,26;
PI;2208403;Piripiri;43,73;34,03;26,3;19,18;
PI;2208502;Porto;59,57;47,3;35,01;25,36;
PI;2208551;Porto Alegre do Piauí;44,55;34,87;27,64;20,49;
PI;2208601;Prata do Piauí;50,45;41,55;35,27;26,16;
PI;2208650;Queimada Nova;69,42;41,21;31,3;20,72;
PI;2208700;Redenção do Gurguéia;41,82;31,7;21,78;17,93;
PI;2208809;Regeneração;52,38;41,28;31,82;25,18;
PI;2208858;Riacho Frio;42,54;30,1;20,08;16,51;
PI;2208874;Ribeira do Piauí;60,69;43,48;30,47;27,14;
PI;2208908;Ribeiro Gonçalves;42,54;27,97;22,68;16,71;
PI;2209005;Rio Grande do Piauí;50,57;36,78;29,77;22,13;
PI;2209104;Santa Cruz do Piauí;45,5;36,43;35,88;23,89;
PI;2209153;Santa Cruz dos Milagres;64,73;38,14;34;23,23;
PI;2209203;Santa Filomena;43,98;35,01;24,39;17,82;
PI;2209302;Santa Luz;42,6;30,74;26,42;18,27;
PI;2209351;Santana do Piauí;53,36;42,43;30,34;26,75;
PI;2209377;Santa Rosa do Piauí;57,93;35,13;31,65;23,83;
PI;2209401;Santo Antônio de Lisboa;42,81;33,81;28,57;21,15;
PI;2209450;Santo Antônio dos Milagres;57,43;35,25;27,8;21,96;
PI;2209500;Santo Inácio do Piauí;50,42;37,83;29,75;24,36;
PI;2209559;São Braz do Piauí;49,73;36,26;30,41;22,82;
PI;2209609;São Félix do Piauí;50,81;38;34,11;22,09;
PI;2209658;São Francisco de Assis do Piauí;64,9;47,77;38,95;25,63;
PI;2209708;São Francisco do Piauí;55,21;38,92;32,1;27,01;
PI;2209757;São Gonçalo do Gurguéia;40,82;31,42;24,51;17,89;
PI;2209807;São Gonçalo do Piauí;44,96;34,03;27,6;20,8;
PI;2209856;São João da Canabrava;51,16;41,73;36,43;24,79;
PI;2209872;São João da Fronteira;72,25;47,41;36,99;26,81;
PI;2209906;São João da Serra;53,82;44,03;38,26;28,23;
PI;2209955;São João da Varjota;64,62;44,49;35,38;27,67;
PI;2209971;São João do Arraial;59,84;44,68;36,29;23,05;
PI;2210003;São João do Piauí;37,97;29,42;22,22;17,01;
PI;2210052;São José do Divino;66,5;43,42;36,09;30,13;
PI;2210102;São José do Peixe;50,9;34,6;30,05;20,31;
PI;2210201;São José do Piauí;52,49;43,89;37,91;27,43;
PI;2210300;São Julião;57,47;44,73;38,71;27,66;
PI;2210359;São Lourenço do Piauí;44,79;26,11;24,65;16,31;
PI;2210375;São Luis do Piauí;54,5;45,32;33,46;26,45;
PI;2210383;São Miguel da Baixa Grande;64,33;43,66;37,68;29,18;
PI;2210391;São Miguel do Fidalgo;56,47;37,71;32,94;22,7;
PI;2210409;São Miguel do Tapuio;57,94;47,5;36,03;28,58;
PI;2210508;São Pedro do Piauí;46,7;38,04;29,58;23,34;
PI;2210607;São Raimundo Nonato;36,14;25;20,16;14,18;
PI;2210623;Sebastião Barros;46,77;31,53;22,91;18,92;
PI;2210631;Sebastião Leal;44,92;33,46;27,72;20,82;
PI;2210656;Sigefredo Pacheco;56;41,92;33,77;27,19;
PI;2210706;Simões;64,23;41,49;30,25;23,22;
PI;2210805;Simplício Mendes;38,74;29,16;23,7;16,47;
PI;2210904;Socorro do Piauí;47,85;35,41;27,3;21,45;
PI;2210938;Sussuapara;50,6;37,72;30,36;22,3;
PI;2210953;Tamboril do Piauí;64,62;45,72;36,05;26,25;
PI;2210979;Tanque do Piauí;54,07;34,46;28,53;18,93;
PI;2211001;Teresina;19,78;13,85;9,1;7,12;
PI;2211100;União;49,5;39,03;28,74;22,98;
PI;2211209;Uruçuí;39,99;30,24;18,12;13,3;
PI;2211308;Valença do Piauí;40,4;30,69;26,08;18,04;
PI;2211357;Várzea Branca;54,71;39,16;31,49;26,5;
PI;2211407;Várzea Grande;49,99;40,12;33,09;21,73;
PI;2211506;Vera Mendes;59,08;54,68;43,69;31,69;
PI;2211605;Vila Nova do Piauí;60,99;40,33;30,17;26,9;
PI;2211704;Wall Ferraz;56,9;47,17;35,26;28,87;
RN;2400109;Acari;34,64;25;17,81;13,19;
RN;2400208;Açu;41,26;28,93;22,48;17,67;
RN;2400307;Afonso Bezerra;49,27;39,32;30,68;22,63;
RN;2400406;Água Nova;54,24;42,15;22,66;20,92;
RN;2400505;Alexandria;49,48;37,49;33,42;22,42;
RN;2400604;Almino Afonso;41,25;32,89;25,05;21,54;
RN;2400703;Alto do Rodrigues;40,57;27,95;19,3;16,13;
RN;2400802;Angicos;43,91;32,86;26,34;19,29;
RN;2400901;Antônio Martins;38,96;34,15;30,78;21,83;
RN;2401008;Apodi;45,11;33,16;23,91;20,46;
RN;2401107;Areia Branca;31;21,07;16,31;12,09;
RN;2401206;Arês;48,92;34,9;25,69;20,97;
RN;2401305;Augusto Severo;49,81;36,75;28,88;23,65;
RN;2401404;Baía Formosa;44,69;33,11;22,88;17,12;
RN;2401453;Baraúna;57,12;39,56;28,1;20,58;
RN;2401503;Barcelona;54,25;40,34;29,51;21,34;
RN;2401602;Bento Fernandes;53,87;38,14;28,3;21,08;
RN;2401651;Bodó;60,51;39,78;24,86;21,08;
RN;2401701;Bom Jesus;53,23;39,33;32,05;20,59;
RN;2401800;Brejinho;59,23;41,87;31,23;21,1;
RN;2401859;Caiçara do Norte;45,83;33,04;25,52;17,64;
RN;2401909;Caiçara do Rio do Vento;42,05;33,47;25,65;20,83;
RN;2402006;Caicó;29,26;21,17;15,34;11,08;
RN;2402105;Campo Redondo;51,08;35,54;25,71;17,57;
RN;2402204;Canguaretama;51,56;38,37;26,63;19,35;
RN;2402303;Caraúbas;45,39;33,5;26,71;19,86;
RN;2402402;Carnaúba dos Dantas;28,85;19,61;14,37;11,29;
RN;2402501;Carnaubais;48,82;36,13;25,64;19,74;
RN;2402600;Ceará-Mirim;43,47;30,73;21,76;15,98;
RN;2402709;Cerro Corá;48,26;38,11;27,39;21,33;
RN;2402808;Coronel Ezequiel;56,89;42;29,97;22,93;
RN;2402907;Coronel João Pessoa;52,5;39,32;33,16;27,31;
RN;2403004;Cruzeta;36,53;25,23;22,23;15,68;
RN;2403103;Currais Novos;32,27;24,1;17,87;13,57;
RN;2403202;Doutor Severiano;47,91;37,84;24,76;22,09;
RN;2403251;Parnamirim;25,35;13,8;7,96;5,09;
RN;2403301;Encanto;42,87;32,1;24,28;18,81;
RN;2403400;Equador;42,58;31,83;22,82;17,9;
RN;2403509;Espírito Santo;62,01;45,68;38,36;27,29;
RN;2403608;Extremoz;37,07;24,02;17,2;8,62;
RN;2403707;Felipe Guerra;38,88;28,17;21,46;17,38;
RN;2403756;Fernando Pedroza;55,35;35,27;29,64;23,32;
RN;2403806;Florânia;46,19;31,28;23,2;16,52;
RN;2403905;Francisco Dantas;48,56;36,86;29,06;21,9;
RN;2404002;Frutuoso Gomes;38,55;32,75;25,67;20,23;
RN;2404101;Galinhos;54,53;40,86;26,85;21,6;
RN;2404200;Goianinha;52,45;30,9;23,82;15,49;
RN;2404309;Governador Dix-Sept Rosado;39,86;30,63;23,96;19,38;
RN;2404408;Grossos;42,78;30,63;25,88;17,76;
RN;2404507;Guamaré;49,18;32,8;22,78;16,04;
RN;2404606;Ielmo Marinho;61,36;44,48;28,12;25,19;
RN;2404705;Ipanguaçu;51,49;37,31;27,74;22,23;
RN;2404804;Ipueira;32,45;27,59;23,94;13,47;
RN;2404853;Itajá;49,24;34,7;25,52;19,24;
RN;2404903;Itaú;37,44;28,71;22,07;19,69;
RN;2405009;Jaçanã;49,93;37,76;27,81;20,18;
RN;2405108;Jandaíra;55,91;44,77;32,59;22,8;
RN;2405207;Janduís;45,3;36,46;27,76;22,72;
RN;2405306;Januário Cicco;53,11;42,83;35,46;27,83;
RN;2405405;Japi;55,61;48,3;34,8;24,62;
RN;2405504;Jardim de Angicos;49,13;30,55;26,92;21,41;
RN;2405603;Jardim de Piranhas;44,32;33,08;25,77;19,66;
RN;2405702;Jardim do Seridó;32,04;23,21;18,47;16,07;
RN;2405801;João Câmara;50,04;37,58;26,78;20,15;
RN;2405900;João Dias;57,75;43,67;38,86;22,06;
RN;2406007;José da Penha;51,98;40,6;29,73;22,87;
RN;2406106;Jucurutu;50,66;39,22;31,53;23,6;
RN;2406155;Jundiá;60,9;43,52;35,44;24,53;
RN;2406205;Lagoa d'Anta;55,14;41,66;33,2;24,38;
RN;2406304;Lagoa de Pedras;67,29;44,21;36,72;29,03;
RN;2406403;Lagoa de Velhos;39,93;30,92;26,65;18,77;
RN;2406502;Lagoa Nova;52,28;36,6;29,24;19,42;
RN;2406601;Lagoa Salgada;56,97;44,63;36,93;25,09;
RN;2406700;Lajes;45,99;32,86;26,98;18,19;
RN;2406809;Lajes Pintadas;43,97;30,85;27,51;21,65;
RN;2406908;Lucrécia;44;29,4;23,93;17,51;
RN;2407005;Luís Gomes;49,68;36,39;29,21;21,79;
RN;2407104;Macaíba;44,39;30,53;22,55;15,41;
RN;2407203;Macau;32,55;25,45;18,94;14,92;
RN;2407252;Major Sales;52,28;38,55;29,03;21,6;
RN;2407302;Marcelino Vieira;51,22;38,16;30,23;25,54;
RN;2407401;Martins;37,35;18,23;19,21;15,37;
RN;2407500;Maxaranguape;48,75;32,67;21,8;18,41;
RN;2407609;Messias Targino;47,63;34,78;32,39;24,12;
RN;2407708;Montanhas;58,21;42,44;30,23;22,11;
RN;2407807;Monte Alegre;57,62;38,07;28,92;20,62;
RN;2407906;Monte das Gameleiras;57,9;48,21;30,5;22,14;
RN;2408003;Mossoró;28,3;19,18;13,8;10,04;
RN;2408102;Natal;17,06;11,86;8,33;6,64;
RN;2408201;Nísia Floresta;41,99;27,44;22,36;14,09;
RN;2408300;Nova Cruz;53,18;39,67;31,48;23,53;
RN;2408409;Olho-d'Água do Borges;45,99;38,62;35,11;25,15;
RN;2408508;Ouro Branco;34,06;24,91;21,05;16,08;
RN;2408607;Paraná;58,62;34,67;33,51;24,01;
RN;2408706;Paraú;47,31;35,98;27,94;23,19;
RN;2408805;Parazinho;58,39;43,27;32,92;23,12;
RN;2408904;Parelhas;30,92;23,13;17,19;12,37;
RN;2408953;Rio do Fogo;52,61;37,09;26,84;19,12;
RN;2409100;Passa e Fica;62,46;41,22;32,4;22,26;
RN;2409209;Passagem;51;35,61;28,25;21,09;
RN;2409308;Patu;43,45;33,2;27,88;21,08;
RN;2409332;Santa Maria;54,44;36,53;28,85;21,24;
RN;2409407;Pau dos Ferros;33,08;24,22;18,06;12,96;
RN;2409506;Pedra Grande;57,69;40,45;24,7;23,35;
RN;2409605;Pedra Preta;46,55;39,07;23,09;24,6;
RN;2409704;Pedro Avelino;56,65;39,8;28,15;24,43;
RN;2409803;Pedro Velho;53,2;38,29;31,53;21,94;
RN;2409902;Pendências;45,15;33,46;22,97;17,52;
RN;2410009;Pilões;49,02;34,83;29,59;21,31;
RN;2410108;Poço Branco;58,88;39,53;29,64;23,06;
RN;2410207;Portalegre;44,51;32,36;23,8;18,97;
RN;2410256;Porto do Mangue;53,9;44,25;27,66;23,89;
RN;2410306;Presidente Juscelino;60,54;45,86;32,07;23,83;
RN;2410405;Pureza;54,82;34,33;28,22;22,39;
RN;2410504;Rafael Fernandes;35,19;29,82;24,43;19,24;
RN;2410603;Rafael Godeiro;43,03;29,92;25,81;19,79;
RN;2410702;Riacho da Cruz;43,37;35,46;25,85;25,6;
RN;2410801;Riacho de Santana;47,55;31,36;27,45;20,33;
RN;2410900;Riachuelo;48,74;36,2;30,28;20,5;
RN;2411007;Rodolfo Fernandes;49,5;36,74;30,44;22,39;
RN;2411056;Tibau;45,91;30,02;22,61;13,33;
RN;2411106;Ruy Barbosa;57,08;40,77;30,96;22,47;
RN;2411205;Santa Cruz;43,44;32,26;24,23;18,28;
RN;2411403;Santana do Matos;53,85;39,3;28,98;25,64;
RN;2411429;Santana do Seridó;32,18;25,78;19,54;13,91;
RN;2411502;Santo Antônio;52,3;40,55;30,4;23,15;
RN;2411601;São Bento do Norte;51,6;30,58;32,41;19,37;
RN;2411700;São Bento do Trairí;51,08;38,79;28,19;23,88;
RN;2411809;São Fernando;44,51;34,48;27,2;21,04;
RN;2411908;São Francisco do Oeste;47,68;33,61;26,86;21,63;
RN;2412005;São Gonçalo do Amarante;35,81;23,39;14,74;10,18;
RN;2412104;São João do Sabugi;35,35;24,22;20,42;14,98;
RN;2412203;São José de Mipibu;45,66;32;24,52;16,39;
RN;2412302;São José do Campestre;53,57;37,56;29,13;22,5;
RN;2412401;São José do Seridó;34,53;21,59;16,23;11,12;
RN;2412500;São Miguel;51,43;40,01;30,17;23,87;
RN;2412559;São Miguel de Touros;67,93;47,74;29,63;19,13;
RN;2412609;São Paulo do Potengi;47,2;34,2;25,22;18,88;
RN;2412708;São Pedro;56,19;34,64;30,39;20,72;
RN;2412807;São Rafael;51,7;38,72;31,55;21,5;
RN;2412906;São Tomé;50,44;37,32;30,91;22,25;
RN;2413003;São Vicente;40,78;31,35;23,22;17,12;
RN;2413102;Senador Elói de Souza;60,15;43,47;31,07;24,93;
RN;2413201;Senador Georgino Avelino;46,01;31,48;27,45;17,85;
RN;2413300;Serra de São Bento;58,45;43,15;37,01;27,04;
RN;2413359;Serra do Mel;42,57;31,13;25,15;18,42;
RN;2413409;Serra Negra do Norte;49,72;34,96;25,16;21,15;
RN;2413508;Serrinha;58,74;45,36;31,62;25,97;
RN;2413557;Serrinha dos Pintos;44,81;30,16;26,27;20,62;
RN;2413607;Severiano Melo;52,62;35,96;28,24;21,88;
RN;2413706;Sítio Novo;54,93;41,54;31,22;23,95;
RN;2413805;Taboleiro Grande;41,77;34,5;23,23;16,81;
RN;2413904;Taipu;59,83;38,76;34,33;25,43;
RN;2414001;Tangará;48,31;31,33;26,77;20,39;
RN;2414100;Tenente Ananias;53,77;40,13;26,35;22,15;
RN;2414159;Tenente Laurentino Cruz;51,45;30,05;21,96;18,24;
RN;2414209;Tibau do Sul;51,89;31,62;21,48;11,86;
RN;2414308;Timbaúba dos Batistas;33,07;27,32;23,23;17,03;
RN;2414407;Touros;56,02;38,24;29,63;22,08;
RN;2414456;Triunfo Potiguar;59,83;39,9;29,83;25,31;
RN;2414506;Umarizal;40,05;30,82;25,54;17,88;
RN;2414605;Upanema;44,85;35,89;28,69;22,23;
RN;2414704;Várzea;52,27;38,9;31,24;23,15;
RN;2414753;Venha-Ver;61,79;42,89;32,42;29,19;
RN;2414803;Vera Cruz;60,16;44,23;31,68;23,4;
RN;2414902;Viçosa;42,59;23,78;22,42;19,25;
RN;2415008;Vila Flor;52,57;35,2;23,99;20,46;
SE;2800100;Amparo de São Francisco;46,97;32,61;23,84;18,73;
SE;2800209;Aquidabã;48,37;37,99;29,5;22,31;
SE;2800308;Aracaju;14,42;9,95;6,61;5,22;
SE;2800407;Arauá;52,87;34,58;27,51;24,01;
SE;2800506;Areia Branca;47,56;33,56;24,64;18,8;
SE;2800605;Barra dos Coqueiros;28,94;19,9;13,3;6,06;
SE;2800670;Boquim;42,85;30,9;24,19;19,53;
SE;2800704;Brejo Grande;54,8;37,04;31,48;24,25;
SE;2801009;Campo do Brito;51,01;37,69;28,17;20,52;
SE;2801108;Canhoba;54,67;36,63;32,18;23,97;
SE;2801207;Canindé de São Francisco;56,83;42,25;29,96;22,37;
SE;2801306;Capela;43,55;35,9;24,8;20,24;
SE;2801405;Carira;59,45;44,14;34,82;25,17;
SE;2801504;Carmópolis;33,51;22,46;14,46;12,01;
SE;2801603;Cedro de São João;36,82;24,2;21,18;15,65;
SE;2801702;Cristinápolis;61,41;41,82;30,45;22,47;
SE;2801900;Cumbe;52,16;32,38;26,52;21,91;
SE;2802007;Divina Pastora;39,86;25,99;23,15;17,35;
SE;2802106;Estância;34,97;23,81;17,89;13,92;
SE;2802205;Feira Nova;57,16;37,79;30,24;23,29;
SE;2802304;Frei Paulo;46,56;35,04;26,55;20,31;
SE;2802403;Gararu;55,15;40,93;30,77;27,67;
SE;2802502;General Maynard;34,39;26,83;15,23;14,36;
