,grupo,ano,Faixa Etária,sexo,Vl Remun Média Nom,Vl Remun Média Nom_total,Proporção da Renda
269,Grupo_5 - Isolados,2016,3 (29+),Masculino,2289677.06,6298806.3,0.8944832124012716
270,Grupo_5 - Isolados,2017,1 (18-24),Feminino,129879.96,7211409.65,1.354273297271823
271,Grupo_5 - Isolados,2017,1 (18-24),Masculino,158179.91,7211409.65,0.9615760916023185
272,Grupo_5 - Isolados,2017,2 (25-29),Feminino,332369.18,7211409.65,1.5836742808959574
273,Grupo_5 - Isolados,2017,2 (25-29),Masculino,335975.05,7211409.65,0.8404026351338295
274,Grupo_5 - Isolados,2017,3 (29+),Feminino,3614306.38,7211409.65,1.060799691165814
275,Grupo_5 - Isolados,2017,3 (29+),Masculino,2636231.17,7211409.65,0.8995380496289048
276,Grupo_5 - Isolados,2018,1 (18-24),Feminino,112382.5,7444977.9,1.135062071841027
277,Grupo_5 - Isolados,2018,1 (18-24),Masculino,102533.61,7444977.9,0.6037474848910008
278,Grupo_5 - Isolados,2018,2 (25-29),Feminino,299496.93,7444977.9,1.3822743429476474
279,Grupo_5 - Isolados,2018,2 (25-29),Masculino,303060.78,7444977.9,0.7342887402893741
280,Grupo_5 - Isolados,2018,3 (29+),Feminino,3869842.7,7444977.9,1.100166676872237
281,Grupo_5 - Isolados,2018,3 (29+),Masculino,2756707.38,7444977.9,0.9111365536534051
282,Grupo_5 - Isolados,2019,1 (18-24),Feminino,177130.52,8424025.47,1.5810953529721519
283,Grupo_5 - Isolados,2019,1 (18-24),Masculino,136178.16,8424025.47,0.7086638670439671
284,Grupo_5 - Isolados,2019,2 (25-29),Feminino,331486.38,8424025.47,1.3521077514628472
285,Grupo_5 - Isolados,2019,2 (25-29),Masculino,343961.22,8424025.47,0.7365298530655086
286,Grupo_5 - Isolados,2019,3 (29+),Feminino,4316673.83,8424025.47,1.084571405342491
287,Grupo_5 - Isolados,2019,3 (29+),Masculino,3117045.15,8424025.47,0.9104993416395827
288,Grupo_5 - Isolados,2020,1 (18-24),Feminino,84902.26,7655370.86,0.8339448902911257
289,Grupo_5 - Isolados,2020,1 (18-24),Masculino,110804.04,7655370.86,0.634514951190353
290,Grupo_5 - Isolados,2020,2 (25-29),Feminino,268770.24,7655370.86,1.2063691684948918
291,Grupo_5 - Isolados,2020,2 (25-29),Masculino,222193.94,7655370.86,0.5235600738878463
292,Grupo_5 - Isolados,2020,3 (29+),Feminino,4204218.4,7655370.86,1.1623786404479661
293,Grupo_5 - Isolados,2020,3 (29+),Masculino,2760340.2,7655370.86,0.8872634467607535
294,Grupo_5 - Isolados,2021,1 (18-24),Feminino,295507.23,11776382.15,1.8868638176755006
295,Grupo_5 - Isolados,2021,1 (18-24),Masculino,262791.62,11776382.15,0.9782551007667832
296,Grupo_5 - Isolados,2021,2 (25-29),Feminino,584889.92,11776382.15,1.7065834566470783
297,Grupo_5 - Isolados,2021,2 (25-29),Masculino,475352.72,11776382.15,0.7281228125145496
298,Grupo_5 - Isolados,2021,3 (29+),Feminino,5985965.25,11776382.15,1.0758479285155176
299,Grupo_5 - Isolados,2021,3 (29+),Masculino,4160145.84,11776382.15,0.869266373405915
